,ts_momentum_index,ts_momentum_ss,ts_mean_reversion_index,ts_mean_reversion_ss,ts_seasonality_index,ts_seasonality_ss,ts_regime_adaptive_index,xs_momentum,xs_mean_reversion,xs_seasonality,xs_residual_momentum
APOLLOTYRE,,-2.346261899471209,,-1.3818447990639757,,-0.7067666671016927,,-2.578979057959543,-3.803124519443777,-1.9422396277827825,-3.061305882024892
ASHOKLEY,,-2.307277828427536,,-3.802439706284115,,-1.7347611397217733,,-2.9822743699043106,-2.716719694054205,-0.739698021606292,-3.331027511130082
ASIANPAINT,,-5.3724615280874195,,-2.9539025661476357,,-0.06760906397281577,,-5.328314730136319,-6.3645631178382835,-0.5261555359377521,-4.583864455835081
ASTRAL,,-2.8902147123982234,,-0.8037563591631243,,-0.7887859074881033,,-6.418627583178996,-2.8269368631388687,-0.853793665389745,-5.809267541680898
ATUL,,-7.918582492662508,,-0.01817267486823664,,-2.3223770438772426,,-9.609326348788537,-5.848616287202621,-2.5732899493907104,-8.345880698974689
AUBANK,,-4.270271053301566,,0.0344112767316826,,-0.9915259500063804,,-5.543737114827776,-3.07544274655778,-1.9819697728106276,-5.3126650334455565
AUROPHARMA,,0.1653096084206418,,-2.7951709317670432,,0.1461574823380166,,-0.4842000715801639,-8.644549256667087,-1.1296742613993471,-0.2727265966692172
AXISBANK,,-2.0411794762709974,,-5.247690886087551,,0.0854532833665389,,-2.5979992524702507,-5.8424984526219195,-2.3803874506464395,-2.5723643221168655
BAJAJ-AUTO,,-3.702291752581969,,-1.5925872745812446,,0.989512664130401,,-5.251123281195258,-5.484812554229191,-0.4388980267628258,-3.820281423538801
BAJAJFINSV,,-3.611344617376368,,-4.192483463276179,,-2.0280722352684126,,-3.8065998430311354,-5.351679153583329,-1.2507158330393848,-3.795635406657324
BAJFINANCE,,-2.139207540198291,,-3.1711002375248736,,-1.3119111729630901,,-2.084131134862897,-5.2206511231802315,-2.75740490547399,-3.346099776163755
BALKRISIND,,-4.542991912806402,,-1.269273518668735,,-3.2928254594133284,,-6.468212984881751,-2.2078364189590958,-3.512267085908853,-6.25895516420435
BALRAMCHIN,,-4.060876635798306,,-0.9033753182749843,,-2.373983791126521,,-5.693595514740796,0.7910123336604007,-2.1071618165869883,-5.023967199616518
BANDHANBNK,,-1.9527108910850597,,-1.7877393492104927,,0.23542448324422927,,-2.5619679163648335,-3.366763744258986,-0.6011154437353086,-2.172862396773464
BANKBARODA,,-2.1875050006910994,,-2.556408187071733,,0.8915586768984917,,-3.263940673394695,-2.381448285304267,-0.5078076768951867,-3.232062739091776
BANKNIFTY,-3.787081756455043,,-9.283077250992987,,-1.2885750733944503,,-8.441912259908372,,,,
BATAINDIA,,-4.891960558796864,,-2.307863746194803,,-2.7524286176138677,,-6.500988507195795,-4.949686471102033,-2.4686715838820548,-5.681764687979361
BEL,,-2.975156690034786,,-2.40867410440272,,-1.6370062075617766,,-2.362964612181576,-1.236703838686762,-2.6519520921516313,-3.4182557353957943
BERGEPAINT,,-6.833082094167216,,-0.4222911935346091,,-1.7511050569203153,,-7.635878560996004,-1.0876396199961418,-2.1111828910437125,-7.715670546696475
BHARATFORG,,-4.213884384958089,,-1.279782613107127,,-0.28990926585174265,,-5.140485156559023,-3.345862366807661,-0.4350891550003062,-5.753708204156826
BHARTIARTL,,-4.848981815240079,,-3.155331375721116,,-0.9633310738977248,,-5.79880683189104,-5.940018852374028,-2.476198966833286,-5.59040899503529
BHEL,,0.9649181914240127,,-2.076682474012084,,0.21517103766909518,,-2.2104941299794754,-0.24370288365181453,-0.2406778007713745,-1.7788955470054864
BIOCON,,-2.4559032623565225,,-1.422553186604164,,-0.5659886346760232,,-4.5823536975140655,-3.6566038130715843,-1.2070428390753887,-5.503865026671571
BOSCHLTD,,-7.127867540141341,,0.19423104413997605,,-3.1638470169306476,,-8.783591616905804,-3.184195905664456,-4.790800452257775,-7.098315912448048
BPCL,,-4.323199122451516,,-2.2806923413632294,,-2.8737061660996015,,-5.710118233811483,-4.64051961137626,-2.6654386145228024,-5.569620218008871
BRITANNIA,,-6.070010379938782,,-2.2222317700413132,,-1.2560703558754491,,-7.751625402086624,-6.100775783562094,-3.370625175939258,-6.748800819962001
BSOFT,,-3.559323164946062,,-1.751106082531572,,-1.339184374359421,,-5.0572772055060655,-1.992567849949588,-1.7600741356498837,-5.258097936371129
CADILAHC,,,,,,,,,,,
CANBK,,-2.0153778367754334,,-1.4665202683327407,,-0.33675134402962387,,-3.06997889646417,-2.8612517484735136,-1.5455782486146323,-3.0084477155162554
CANFINHOME,,-3.5482832311472214,,-1.7629735538299833,,-1.8984464458671966,,-4.935185644007328,-3.086038026364462,-2.5769796554159363,-4.674641739755774
CHAMBLFERT,,-5.7099165480871035,,0.03990000760459189,,-1.8855305956830888,,-8.595942270817652,-1.5119605940797152,-2.3541926791731345,-7.375612295792212
CHOLAFIN,,-1.62771064996538,,-2.567367089587451,,0.09130617484069152,,-3.6650247675928243,-3.2417523749849804,-1.149588616585713,-3.9625473467384587
CIPLA,,-4.277709019766817,,-2.7071686846300502,,-0.8922652336986009,,-5.12153287044612,-5.2304308229810275,-2.6733080756924905,-4.775831565071368
COALINDIA,,-1.6568313803594166,,-4.334394692209269,,0.16180942166848425,,-2.010888044097719,-4.303679815335724,-1.424352926788879,-2.177635017012886
COFORGE,,-2.87736821138196,,-1.7117945369400713,,-0.3366999076423092,,-3.4155673706306278,-2.457410713948876,-1.4270066405456592,-2.9038443511285488
COLPAL,,-6.050388257319722,,-2.3439040105794957,,-0.674912654102122,,-7.1242311626907675,-5.838869343963588,-2.6649252009527977,-7.371583704446522
CONCOR,,-4.09605023976408,,-0.5215896871067953,,-2.101064103493466,,-6.435655274439195,-3.982874978359487,-2.2104703343794747,-6.01771147828051
COROMANDEL,,-6.596500183412447,,0.8108314372181074,,-2.2993282657490375,,-10.341203576196747,-4.150848697272708,-3.8305161276134365,-9.863070164366263
FINNIFTY,-22.361807493435183,,-6.6403863313755975,,-10.289667217577271,,-15.104941384266725,,,,
MIDCPNIFTY,-15.254714017202193,,-6.424125219086143,,-8.830695423161837,,-11.235737090405339,,,,
NIFTY,-3.561445679449647,,-11.637486758161359,,-1.3179374166405042,,-10.169291354963029,,,,
