,ts_momentum,ts_mean_reversion,ts_seasonality,ts_regime_adaptive,xs_momentum,xs_mean_reversion,xs_seasonality,xs_residual_momentum
IDFC,,,,,-0.19837928540729796,0.8492173510895986,1.8085039865330133,0.3154679450976162
IDFCFIRSTB,,,,,0.5584113296546869,1.0823309567280763,1.7979764832726286,0.138074849848301
IEX,,,,,-0.7088116719591877,-0.4710850455079438,-0.4505582721146964,-0.039635790089714
IGL,,,,,-0.34807042918331665,0.35810211678980974,-2.969955863538188,-0.39203044155988837
INDHOTEL,,,,,-1.1304396891783595,0.8964178863827613,-0.24148171474315563,-0.4984957288337829
INDIACEM,,,,,-0.23371373955804292,1.0185367806794872,-1.1919200978435922,-0.520936511609935
INDIAMART,,,,,0.39869550563925393,1.3087175697936675,-0.5793232440718428,0.2998897716199161
INDIGO,,,,,0.898337139911679,-0.02574316563187845,-0.6562969000606856,0.918808277534478
INDUSINDBK,,,,,-1.2865632765445123,-0.08085992135863675,-1.8205299232221321,-1.5209561493719106
INDUSTOWER,,,,,-2.2950385580075636,0.5831632269494198,-0.4773571622444352,-2.1807689269138026
INFY,,,,,1.4654136804854185,-0.02362421386880165,0.37517523976165423,-0.16626775385681514
INTELLECT,,,,,0.12774633894872134,0.35120404406489636,-1.2459903180034226,0.13549336835398282
IOC,,,,,1.61260208592002,0.4640553949926727,0.978186919051545,0.9427183897994071
IPCALAB,,,,,0.737833546282439,0.17875660926212106,-0.5650544905928752,1.2353500925961307
IRCTC,,,,,-0.1616578067743745,-0.2636310432197842,-0.897045015485414,-1.1836960943740675
ITC,,,,,0.6318441575420716,1.0450297418005001,-0.8809917852048955,0.7648332467365855
JINDALSTEL,,,,,-0.4103350707028184,1.2902855120960266,-1.4335642326866584,-0.6397370187251001
JKCEMENT,,,,,0.01220550580955356,0.8898171111770931,-0.379009251623153,-1.0643356903706014
JSWSTEEL,,,,,-1.0097193537250748,-0.4537796590707481,-1.034984826245866,-0.7199280216997735
JUBLFOOD,,,,,-1.2402992995077873,3.0921981326840506,-0.4102708190549975,0.45735249938931827
KOTAKBANK,,,,,-0.4641081518413569,-0.040107787476473596,-0.7882141471629351,-0.34717286260247604
L&TFH,,,,,1.0031829036485724,-0.17687840446969744,-0.38314881157465536,-0.2531665859128844
LALPATHLAB,,,,,-0.6398612463964466,0.11575192023496654,-0.6625721047247876,-0.2972309299951826
LAURUSLABS,,,,,-1.1898223400591434,0.966270524340555,-0.9736878867821461,-0.9189732323651651
LICHSGFIN,,,,,-0.6156776679572883,-0.5715430491424599,0.19371503468081996,-1.2501618369085912
LT,,,,,-0.8602683044068032,0.621841999347637,1.1016749101981311,-0.019161275080855546
LTI,,,,,-6.2321299309163845,-8.134245832924977,-9.764626572134297,-2.7014761178816196
LTIM,,,,,-0.11391770321320376,-0.03266549123861329,-1.4050302197845528,-0.7235387023216943
LTTS,,,,,0.283828945400906,0.21224359159973022,-1.421868131815378,-1.5599344279105136
LUPIN,,,,,0.6759355295777755,-0.7385871602389272,0.7748783042949383,1.1109905604414556
M&M,,,,,0.34909530377338693,0.24366788966597194,0.7675436480926953,-1.3920719426690016
M&MFIN,,,,,0.0044475940662197086,0.3261320422660217,0.19680255800799362,-0.8525635762859343
MANAPPURAM,,,,,-0.36066643556997435,0.4674667700062385,0.6471122918983303,-1.357460491408268
MARICO,,,,,-1.913393891488115,2.4951914670091018,-0.09574510813563061,-0.6592952351845829
MARUTI,,,,,-0.9380026023962207,-0.9015173985355812,-0.18454356413340278,-0.33681770105796016
MCDOWELL-N,,,,,0.3899119343618151,-0.1651268851215122,-1.1353093966383059,0.4211312404543078
MCX,,,,,1.3443360039450278,-1.2646831991268945,0.8148717699704053,0.8027649367462589
METROPOLIS,,,,,-2.1137812126749,-0.042828205250445055,0.16758401218145036,-0.9985495668973423
MFSL,,,,,0.5094709066664482,0.03102535956760173,-0.4605870484907857,-0.8932890974028794
MGL,,,,,-1.4016404756818663,1.2489343979914016,-0.6688376270043819,-1.2488325685995127
MIDCPNIFTY,2.4633599170082214,-1.0452831389876212,-0.19829747534437311,-0.6407062038257457,,,,
MINDTREE,,,,,-6.2321299309163845,-8.134245832924977,-9.849897987868694,-1.4313679972499025
MOTHERSON,,,,,-0.02070867113364857,-1.440119942801614,0.26331294596338206,-2.0302841393729834
MOTHERSUMI,,,,,-5.9317426811224605,-9.016723927778465,-16.06045272887412,
MPHASIS,,,,,0.9517550422981638,-0.04536134596328323,-0.7675734525965163,-0.36737972669164903
MRF,,,,,0.039268197163069674,0.7698165724885154,0.7177523799747397,-0.5318318729478243
MUTHOOTFIN,,,,,0.11505513331653924,0.3516134931225423,-1.2041055329223531,0.14477450778157525
NATIONALUM,,,,,-1.4566953901100301,0.24050414525419508,-0.6294097544844031,-0.9354884145413611
NAUKRI,,,,,0.4424194771200922,0.6881587005917345,-0.5801803148481829,-0.6597572147430415
NAVINFLUOR,,,,,1.7988911754022328,0.5206436611935539,-1.2476635670163916,0.4404741475552557
NBCC,,,,,-6.85890171696708,-7.482118070239224,-8.963959017824545,
NESTLEIND,,,,,-0.5926064635162271,0.41553110078328315,-0.5512077206129619,-0.3114353186337963
NIFTY,1.76478537200351,-0.29926472707957613,0.2559132315680234,-1.5896189277888637,,,,
NMDC,,,,,1.8371860637931132,-0.10977057131535882,-1.5647207465763084,1.8617212768558995
NTPC,,,,,1.2968687407613948,-0.21088342098910876,-0.6420029043873681,1.7045882914420083
OBEROIRLTY,,,,,0.3176194328170821,-0.029835192712685317,-1.3715109988410337,1.3170832059880322
OFSS,,,,,-1.174444015694327,2.7234685604902897,0.39415511138673426,-0.11199137181379236
ONGC,,,,,-0.6909848561860581,1.3006654998422607,0.5989968943001326,-1.5204558392280279
PAGEIND,,,,,0.8983027516059269,-0.36531858973022385,-1.4503709902995694,-0.4752768739113513
PEL,,,,,-0.6045755175951568,-0.301380793647284,-1.0134841552815947,-0.6494688882743369
PERSISTENT,,,,,1.2867671962252367,-0.648370098390892,0.6599858006566988,1.527378516189682
PETRONET,,,,,-0.2055193462240209,0.38753116163424406,0.5033176963905007,-1.2450998970457607
PFC,,,,,1.4177063289954654,-0.9081439863107373,1.6722737941166033,1.2361984498851333
PFIZER,,,,,-5.9317426811224605,-9.016723927778465,-3.2676079641191564,
PIDILITIND,,,,,0.25548508408362286,1.5963979090890386,-2.813702984965142,0.882656748930157
PIIND,,,,,-0.5149980442083263,-0.42225608071665066,0.32319181320127144,-1.1380266063367137
PNB,,,,,-0.7503094602940875,-2.149216553155398,1.4231507519828401,-0.19049195662906435
POLYCAB,,,,,0.7840973937346811,-0.880961903696027,-0.6300328196188848,1.0150398562361993
POWERGRID,,,,,-1.749013260190727,2.181549228184754,0.954535763982341,0.8146493257375201
PVR,,,,,0.22920969450737852,0.5436937269913796,1.2400139815514706,-0.0010949619699828163
PVRINOX,,,,,-0.09543753470628305,-2.0404756782034092,-0.7937919429313882,0.4386558863039706
RAIN,,,,,-2.100826674309864,-0.18351099505505528,-1.7351761271841823,-0.8575281582992246
RAMCOCEM,,,,,0.2818823103456121,-1.32177964397751,0.3026572951050797,0.6195158824327917
RBLBANK,,,,,-0.9464844231892631,-1.9516064719969166,0.0769485436960246,-1.6204152356177843
RECLTD,,,,,2.310159922946997,-0.7771796359815183,2.6707874376298384,2.1961578893775586
RELIANCE,,,,,-0.4267008185668029,1.1147015020889994,0.14644721097098956,-0.44508351902405385
SAIL,,,,,-0.6015401998856585,0.909245425505165,-0.7863596083956921,0.6446798900058507
SBICARD,,,,,-0.35313782460045673,0.38184436380022246,-0.0892126805582023,-0.8213457491420543
SBILIFE,,,,,-1.522682287829415,0.4736366025298316,0.3035460975698632,-1.9248348602400287
SBIN,,,,,-0.8532505437506799,-0.6498176901227614,0.05262511143544458,-1.080607699159436
SHREECEM,,,,,-0.36689659042716055,0.05722715864674277,-0.060019876802748,-1.9352120190993098
SHRIRAMFIN,,,,,0.11391370642714808,1.9240438595505507,1.2017855448444739,0.3165186408526898
SIEMENS,,,,,-1.2400142827410847,0.39426080497744903,-0.09842027461454515,0.6629417373819385
SRF,,,,,1.268099724621699,-0.46190976971081993,-0.287533485504402,0.39130405008466956
SRTRANSFIN,,,,,-6.641251651229074,-8.134245832924977,-18.66723651054419,-3.0807192585943017
STAR,,,,,-6.85890171696708,-7.482118070239224,-18.698494596839073,
SUNPHARMA,,,,,0.37020234002942354,1.1872392790348276,-0.7856758646331153,0.23217466177305854
SUNTV,,,,,-0.3206250845574034,-0.595264942283588,2.5209528045056877,0.7032989045537895
SYNGENE,,,,,0.6770522737021913,0.6386694238143288,1.8355252805520919,1.237473727345538
TATACHEM,,,,,-2.3720201691040863,1.0646173763273292,0.031070486963183076,-2.8024686171379662
TATACOMM,,,,,-0.23640489045786728,-0.7626130201546402,-0.04113279191357092,0.10007376762163347
TATACONSUM,,,,,-1.160726627781697,-0.9235951115673074,-1.335175459310777,0.19996932418350485
TATAMOTORS,,,,,0.3079761858076802,0.924818160517315,-1.6094881226864324,-1.5564247481587343
TATAPOWER,,,,,0.32695551632217895,-0.2176347710895656,-2.2730382642323637,-0.6037125843320116
TATASTEEL,,,,,-0.3697127646386249,1.0261059732807194,-0.3331673653446173,-1.9673249292976573
TCS,,,,,-1.2288648854150934,1.0611604660429281,-0.3457092621601902,-1.8095748647109366
TECHM,,,,,-0.5364845166320098,0.4435484439901918,-0.32636992542338333,-1.3900221586653405
TITAN,,,,,-0.8160164345141412,0.27150536286221416,-0.3018818725667439,0.9393954968191043
TORNTPHARM,,,,,0.8957470894102217,-0.6768092282507014,-1.020773695016695,1.4548669712378768
TORNTPOWER,,,,,0.5842528472491173,-0.5905349642800013,2.519352312350757,0.10719302641906793
TRENT,,,,,3.2675320777905923,-2.5952973474810133,2.1952622938594164,2.8724099685302056
TVSMOTOR,,,,,0.4162858400605918,-0.17140648306196293,1.5562274917628895,2.6363948041023675
UBL,,,,,-2.410326290754704,1.0102105883943782,0.19747796107996268,0.3172616096514682
ULTRACEMCO,,,,,-0.22128322598893563,-0.17398273547133525,1.3701097779039508,0.5038838825703251
UPL,,,,,-0.1951595550501624,-0.3066136315202117,0.6966910296954745,-0.6900874384905905
VEDL,,,,,-0.7408828102012012,0.6101281557165433,-1.4959066478769878,-0.34556978942380684
VOLTAS,,,,,-0.09945904987779942,-0.7196628279227592,0.1324501771657379,-0.08085557821589254
WHIRLPOOL,,,,,0.12292950557906034,0.17527575258615907,1.0926173626487097,-0.09395904767149289
WIPRO,,,,,1.078136542330824,-0.5134050887579393,0.22015196244294943,-1.1471827343915069
ZEEL,,,,,-0.35692157155162685,-0.6858071654386033,0.4749956383553831,0.5113320483253786
ZYDUSLIFE,,,,,1.7011977808646377,0.5411393587620266,1.6167689222697796,1.7490557323271692
